"bulletPoints/0","bulletPoints/1","bulletPoints/2","classifications/0/main","classifications/0/sub","company/description","company/id","company/logo","company/name","country","description","isExpiringSoon","jobDescriptionHtml","jobId","jobSearchUrl","location","postDate","postDateDisplay","salary","scrapedAt","sourceUrl","title","workArrangement","workTypes/0"
"Impactful Role in Strategic Decision-Making","Exposure to Advanced Analytics & BI Tools","Dynamic Industry Experience","Teknologi Informasi & Komunikasi","Analis Bisnis/Sistem","PT Laneige Indonesia Pacific","60336919","https://bx-branding-gateway.cloud.seek.com.au/91586583-3587-468b-a0c8-1218283b90a2.1/serpLogo","Laneige","ID","You will manage KPI monitoring, performance analytics across brands and channels, and automate dashboards to support strategic initiatives.","true","<div class=""_19m44kd0 acb74k0""><p><strong>ABOUT THE ROLE:</strong></p><p>As Data Analyst Executive, this role is dedicated to <strong>data extraction, structuring, and analysis</strong> within the Strategy Team. The position enables data-driven decision-making by managing KPI monitoring, performance analytics across brands and channels, and dashboard automation. The role collaborates closely with Strategy, Marketing, Sales, and Supply teams to deliver actionable insights.<br></p><p><br><strong>ROLE &amp; RESPONSIBILITIES:</strong></p><ol><li><p>Extract and cleanse monthly/daily data from internal sources (SAP, POS, Datalake, etc.</p></li><li><p>Conduct brand/channel performance analysis (sales, growth, campaign ROI, inventory, A&amp;P efficiency, etc.)</p></li><li><p>Design and maintain Power BI dashboards for recurring business reviews</p></li><li><p>upport strategic projects through data modeling, competitive analysis, and market insights</p></li><li><p>Perform data quality checks and maintain standardized data archives</p></li><li><p>Operate early-warning analytics to detect unexpected KPI deviations</p></li><li><p>Recommend process improvements to enhance data-driven decision-making.</p></li></ol><p><br></p><p><strong>QUALIFICATIONS:</strong></p><ol><li><p>Degree in Statistics, Data Science, Business, Economics, or equivalent practical experience</p></li><li><p>Proficiency in Excel and SQL for data extraction and analysis</p></li><li><p>Experience with BI tools such as Power BI or Tableau preferred</p></li><li><p>Strong analytical thinking, structured problem-solving, and data accuracy mindset</p></li><li><p>Ability to deliver analyses within short lead times</p></li><li><p>Prior experience in e-commerce, retail, FMCG, or beauty industry preferred</p></li><li><p>Fluency in English (written and spoken) is required for cross-functional communication and reporting</p></li></ol><p>&nbsp;</p><p><br></p><p><br></p></div>","89070798","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Jakarta Selatan, Jakarta Raya","2025-12-10T08:38:35Z","26 hari yang lalu","Rp 7.500.000 – Rp 11.000.000 per month","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Data Analyst Executie",,"Full time"
,,,"Teknologi Informasi & Komunikasi","Analis Bisnis/Sistem","PT Delta Giri Wacana, Tbk.","60887818",,"DGW Group","ID","Responsibility ;  Using automated tools to extract data from primary and secondary sources Processing data and fixing errors and related problems...",,"<div class=""_19m44kd0 acb74k0""><p>Responsibility ;</p><ul><li><p>Using automated tools to extract data from primary and secondary sources</p></li><li><p>Processing data and fixing errors and related problems</p></li><li><p>Developing and maintaining databases, data systems – reorganizing data in a readable format</p></li><li><p>Performing analysis to assess quality and meaning of data</p></li><li><p>Filter Data by reviewing reports and performance indicators to identify and correct problems</p></li><li><p>Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction</p></li><li><p>Assigning numerical value to essential business functions so that business performance can be assessed and compared over periods of time.</p></li><li><p>Analyzing local, national, and global trends that impact both the organization and the industry</p></li><li><p>Preparing reports for the management stating trends, patterns, and predictions using relevant data</p></li><li><p>Working with management heads to identify process improvement opportunities</p></li><li><p>Preparing final analysis reports for the stakeholders to understand the data-analysis steps, enabling them to take important decisions based on various facts and trends.</p></li></ul><p><br></p><p>Requirements ;</p><ul><li><p>Bachelor Degree in Mathematics or Accounting</p></li><li><p>Strong mathematical skills to help collect, measure, organize and analyze data</p></li><li><p>Technical proficiency regarding database design development, data models, techniques for data mining, and segmentation.</p></li><li><p>Experience in handling reporting packages</p></li><li><p>Proficiency in statistics and statistical packages like Excel to be used for data set analyzing</p></li><li><p>Problem-solving skills</p></li><li><p>Accuracy and attention to detail</p></li><li><p>Adept at queries, writing reports, and making presentations</p></li><li><p>Team-working skills</p></li><li><p>Verbal and Written communication skills</p></li><li><p>Proven working experience in data analysis</p></li></ul><p><br></p></div>","89434695","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Gresik, Jawa Timur","2026-01-05T02:59:32Z","7 jam yang lalu","","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","DATA ANALYST",,"Full time"
,,,"Administrasi & Dukungan Perkantoran","Entri Data & Pengolahan Kata","PT Cahaya Mas Cemerlang","60169959","https://bx-branding-gateway.cloud.seek.com.au/b1936752-5fe0-44c8-9c8e-7a997f55c89c.1/serpLogo","Cahaya Mas Cemerlang","ID","Bertanggung jawab dalam mengelola dan menganalisisdata operasional yang terkait dengan perencanaan, pengadaan, distribusi, dan pengendalian BMHP.",,"<div class=""_19m44kd0 acb74k0""><p><strong>Lini Bisnis: Bahan Medis Habis Pakai (BMHP)</strong></p><p><strong>1. Kualifikasi Pendidikan</strong></p><ul><li><p>Pendidikan minimal <strong>S1</strong>:</p><ul><li><p>Teknik Industri</p></li><li><p>Statistika</p></li><li><p>Sistem Informasi</p></li><li><p>Informatika</p></li><li><p>Manajemen (konsentrasi operasional/logistik)</p></li><li><p>atau bidang lain yang relevan</p></li></ul></li><li><p>Pendidikan S2 di bidang <strong>Data Analytics / Manajemen Operasi / Supply Chain</strong> menjadi nilai tambah.</p></li></ul><hr><p><strong>2. Pengalaman Kerja</strong></p><ul><li><p>Memiliki pengalaman kerja minimal <strong>2–3 tahun</strong> sebagai:</p><ul><li><p>Data Analyst</p></li><li><p>Data Officer</p></li><li><p>Analis Operasional / Logistik</p></li><li><p>Pengolah Data Proyek</p></li></ul></li><li><p>Berpengalaman mengolah data pada sektor:</p><ul><li><p>Alat kesehatan</p></li><li><p>Bahan medis habis pakai</p></li><li><p>Rumah sakit, distributor, atau pengadaan pemerintah (nilai tambah)</p></li></ul></li></ul><hr><p><strong>3. Kompetensi Teknis Utama</strong></p><ul><li><p>Mampu melakukan <strong>pengolahan, analisis, dan visualisasi data</strong> dalam skala operasional dan bisnis.</p></li><li><p>Memahami alur bisnis <strong>BMHP</strong>: perencanaan, pengadaan, distribusi, dan penggunaan.</p></li><li><p>Menguasai:</p><ul><li><p><strong>Microsoft Excel (lanjutan)</strong>: Pivot Table, Power Query, Lookup, Dashboard</p></li><li><p><strong>Microsoft PowerPoint</strong> untuk penyajian laporan analitis</p></li></ul></li><li><p>Mampu menyusun <strong>database operasional BMHP</strong> (stok, pemakaian, kedaluwarsa, penjualan).</p></li></ul><hr><p><strong>4. Sistem &amp; Tools (Nilai Tambah)</strong></p><ul><li><p>Pengalaman menggunakan:</p><ul><li><p><strong>ERP / sistem logistik</strong> (misalnya Odoo, SAP, atau SIMRS)</p></li><li><p><strong>Business Intelligence Tools</strong> (Power BI, Tableau, Looker)</p></li></ul></li><li><p>Dasar pemrograman <strong>SQL / Python / R</strong> untuk pengolahan data menjadi nilai tambah.</p></li></ul><hr><p><strong>5. Kompetensi Analitis &amp; Bisnis</strong></p><ul><li><p>Mampu melakukan:</p><ul><li><p>Analisis tren penggunaan dan penjualan BMHP</p></li><li><p>Analisis efisiensi stok dan perputaran barang</p></li><li><p>Forecasting kebutuhan BMHP berbasis data historis</p></li></ul></li><li><p>Mampu menyajikan data menjadi <strong>rekomendasi strategis</strong> bagi manajemen.</p></li></ul><hr><p><strong>6. Kemampuan Administratif &amp; Dokumentasi</strong></p><ul><li><p>Mampu menyusun:</p><ul><li><p>Laporan periodik (harian, bulanan, tahunan)</p></li><li><p>Rekap data operasional dan bisnis</p></li><li><p>Data pendukung audit dan evaluasi proyek</p></li></ul></li><li><p>Memahami prinsip <strong>akurasi, validasi, dan keamanan data</strong>.</p></li></ul><hr><p><strong>7. Soft Skills</strong></p><ul><li><p>Teliti, sistematis, dan memiliki perhatian tinggi terhadap detail.</p></li><li><p>Mampu bekerja dengan data dalam jumlah besar dan tenggat waktu ketat.</p></li><li><p>Memiliki kemampuan komunikasi yang baik untuk menjelaskan hasil analisis kepada tim non-teknis.</p></li><li><p>Mampu bekerja secara mandiri maupun dalam tim lintas fungsi.</p></li></ul><hr><p><strong>8. Etika Kerja &amp; Kepatuhan</strong></p><ul><li><p>Menjunjung tinggi <strong>kerahasiaan dan integritas data</strong>.</p></li><li><p>Memahami kepatuhan terhadap kebijakan internal perusahaan dan regulasi sektor kesehatan.</p></li></ul><hr><p><strong>9. Persyaratan Umum</strong></p><ul><li><p>Sehat jasmani dan rohani.</p></li><li><p>Bersedia bekerja dengan sistem target dan deadline.</p></li><li><p>Bersedia ditempatkan sesuai kebutuhan lini bisnis/proyek.</p></li></ul><p><br></p></div>","89429501","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Jakarta Timur, Jakarta Raya","2026-01-05T01:19:56Z","8 jam yang lalu","Rp 5.500.000 – Rp 5.700.000 per month","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Tenaga Ahli Pengolah Data",,"Full time"
,,,"Teknologi Informasi & Komunikasi","Pengembangan & Administrasi Database","PT Global Jet Express","60215795","https://bx-branding-gateway.cloud.seek.com.au/70723bda-53a2-4b36-9c8e-5d38a7712518.2/serpLogo","J&T Express","ID","Data Analyst bertanggung jawab mengolah, menganalisis, dan menyajikan data menjadi insight yang akurat untuk mendukung strategi perusahaan.",,"<div class=""_19m44kd0 acb74k0""><p><strong>Deskripsi Pekerjaan:</strong></p><ol><li><p>Mengelola dan melakukan analisa data.</p></li><li><p>Menentukan kebutuhan data dan mengembangkan strategi analisis.</p></li><li><p>Memastikan kualitas dan akurasi data.</p></li><li><p>Penarikan dan Pengolahan Data Operasional.</p></li><li><p>Analisis Data dan mencari penyebab dari Permasalahan.</p></li><li><p>Mengumpulkan data masing - masing divisi, yang digunakan sebagai bahan evaluasi masing - masing divisi.</p></li><li><p>Membantu komunikasi dengan manager ataupun klien (Mandarin - Indonesia dan sebaliknya).<br></p></li></ol><p><strong>Kualifikasi yang dibutuhkan:</strong></p><ol><li><p><strong>Pendidikan minimal S1 Statistika, Data Science, atau bidang terkait.</strong></p></li><li><p>Memiliki pengalaman minimal <strong>2 tahun</strong> sebagai analis data di bidang Call Center atau bidang terkait.</p></li><li><p>Memiliki keterampilan dalam penggunaan <strong>Microsoft Excel, Power BI, dan Python</strong>.</p></li><li><p>Memiliki pengetahuan tentang statistika dasar dan lanjutan.</p></li><li><p>Memiliki pengetahuan tentang metodologi analisis data.</p></li><li><p>Memiliki keterampilan komunikasi dan interpersonal yang kuat.</p></li><li><p>Memiliki kemampuan berpikir kritis dan analitis, serta kemampuan bekerja dalam tim dan mandiri.</p></li><li><p><strong>Bersedia untuk penempatan di Solo, Jawa Tengah.</strong></p></li></ol><p><br></p></div>","89404165","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Surakarta, Jawa Tengah","2026-01-02T07:42:22Z","3 hari yang lalu","","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Staff Data Analyst",,"Full time"
,,,"Sains & Teknologi","Matematika, Statistik & Teknik Informasi","Pengiklan Anonim","",,"Pengiklan Anonim","ID","Analisa data kunci untuk pengembangan strategi bisnis di PT. Surya Hutani Jaya.",,"<div class=""_19m44kd0 acb74k0""><p><strong>Kesempatan</strong><br>Kami mencari seorang <strong>Data Analyst</strong> yang berdedikasi untuk bergabung dengan tim kami di PT Surya Hutani Jaya yang bergerak di bidang Hutan Tanaman Industri. Dalam peran ini, Anda akan memainkan peran kunci dalam menganalisis dan membuat wawasan data yang dapat mendukung keputusan bisnis strategis perusahaan kami di Kalimantan Timur. Kandidat yang ideal memiliki keahlian analitik yang kuat, kemampuan komunikasi yang baik, dan antusias untuk mengubah data menjadi informasi yang dapat ditindaklanjuti.</p><p><strong>Tanggung Jawab</strong></p><ul><li><p>Mengumpulkan, menganalisis, dan menafsirkan data dari berbagai sumber untuk menghasilkan wawasan yang dapat ditindaklanjuti.</p></li><li><p>Merancang dan membangun laporan, dashboard, dan visualisasi data yang dapat membantu pembuatan keputusan yang lebih baik.</p></li><li><p>Berkolaborasi dengan tim bisnis untuk memahami persyaratan analisis dan mengembangkan solusi yang disesuaikan.</p></li><li><p>Menggunakan keahlian statistik dan teknik pemodelan untuk mengekstrak tren, pola, dan wawasan dari data.</p></li></ul><p><strong>Persyaratan</strong></p><ul><li><p>Gelar Sarjana dalam Sains Data, Statistik, Ilmu Komputer, atau bidang terkait.</p></li><li><p>Minimal 2 tahun pengalaman di posisi analisis data atau peran terkait.</p></li><li><p>Pengetahuan yang kuat tentang alat dan teknik analisis data, seperti SQL, Python, R, Tableau, atau Power BI.</p></li><li><p>Kemampuan untuk menganalisis, memvisualisasikan, dan menyajikan wawasan data yang kompleks secara jelas dan efektif.</p></li><li><p>Kemampuan untuk beradaptasi dengan cepat dalam lingkungan yang berubah-ubah.<br></p></li></ul><p><br></p></div>","89380378","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Kalimantan Timur","2025-12-31T01:56:08Z","5 hari yang lalu","","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Data Analyst",,"Full time"
,,,"Sains & Teknologi","Matematika, Statistik & Teknik Informasi","PT Kapal Api Global","60218289","https://bx-branding-gateway.cloud.seek.com.au/b8c786dc-dd83-47fc-b084-07201af7fb43.1/serpLogo","Kapal Api Global","ID","Drive data strategy, analytics, dashboards, KPIs, and predictive insights to support business decisions and cross-functional collaboration.",,"<div class=""_19m44kd0 acb74k0""><p>Are you looking for your next challenge? We are seeking a passionate <strong>Data Analyst Supervisor</strong> to join our team!</p><p><br><strong>What you will do :</strong></p><ul><li><p>Develop and implement a data strategy aligned with business goals, including enforcing data governance to ensure data accuracy, integrity, and security.</p></li><li><p>Collaborate with IT to maintain efficient data infrastructure and integrate data from various sources.</p></li><li><p>Oversee end-to-end data analysis by deep-diving into Retail Audit (Nielsen RMS), sales reports, social media, and research/survey data, and lead the creation of dashboards and visualizations.</p></li><li><p>Define, track, and align KPIs with business objectives to measure initiative performance.</p></li><li><p>Utilize predictive analytics and develop analytical models with cross-functional teams to support strategic decision-making.</p></li><li><p>Partner with marketing, sales, supply chain, finance, and other teams to understand data needs and deliver actionable insights while bridging communication between technical and non-technical stakeholders.</p></li><li><p>Identify and execute continuous improvements in data collection, analysis, and reporting processes, and stay updated on analytics best practices and emerging technologies.</p></li></ul><p><br></p><p><strong>We are looking for you who :</strong></p><ul><li><p>Bachelor’s or Master’s degree in Data Science, Statistics, Business Analytics, or a related field, with a minimum GPA of 3.00.</p></li><li><p>Minimum 2 years of experience as a Data Analyst or in strategic planning within the FMCG sector.</p></li><li><p>Strong experience in processing Nielsen Retail Audit (RMS) data and turning raw data into insightful reports.</p></li><li><p>Proficiency in data analysis tools, databases, and visualization platforms (Power BI, Tableau).</p></li><li><p>Knowledge of FMCG industry trends and business processes.</p></li></ul><p><br></p><p><strong>What you will get :</strong></p><ul><li><p>Accelerated growth &amp; plenty of learning opportunities</p></li><li><p>Demanding &amp; Supportive environment</p></li></ul><p><br></p></div>","89407906","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Jakarta Pusat, Jakarta Raya","2026-01-02T10:07:13Z","3 hari yang lalu","","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Data Analyst Supervisor",,"Full time"
,,,"Akuntansi","Akuntansi & Pelaporan Finansial","PT Propan Raya Industrial Coating Chemicals (HCBP )","60278450","https://bx-branding-gateway.cloud.seek.com.au/d8dd4d86-55bd-4940-8f02-6a1fc2aa47a6.1/serpLogo","Propan Raya Industrial Coating Chemicals","ID","Menganalisis data keuangan dan operasional untuk mendukung pengambilan keputusan bisnis.
Menyusun laporan keuangan dan dashboard",,"<div class=""_19m44kd0 acb74k0""><p><strong>Responsibility:</strong></p><ul><li><p>Menganalisis data keuangan dan operasional untuk mendukung pengambilan keputusan bisnis.</p></li><li><p>Menyusun laporan keuangan dan dashboard</p></li><li><p>Bekerja sama dengan tim finance/accounting untuk mengotomasi proses dan pelaporan.</p></li><li><p>Mengembangkan aplikasi atau program pendukung fungsi finance/accounting.</p></li><li><p>Melakukan pembersihan, verifikasi, dan rekonsiliasi data antar sistem.</p></li><li><p>Memberikan insight dan rekomendasi berbasis data untuk meningkatkan efisiensi dan proses bisnis.</p></li></ul><p><strong>Job Descprition:</strong></p><ul><li><p>Pendidikan minimal S1 di bidang Akuntansi, Ekonomi, atau jurusan terkait.</p><p>Terbuka juga bagi lulusan S1 Teknik Informatika yang memiliki latar belakang pendidikan Akuntansi di tingkat SMA/SMK.</p></li><li><p>Minimal 1 tahun pengalaman sebagai Data Analyst, Financial Analyst Pengalaman bekerja dengan data finansial</p></li><li><p>Mahir dalam Excel (Advanced Level) dan paham bahasa pemograman yang sederhana</p></li></ul><p><br></p></div>","89166168","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Tangerang, Banten","2025-12-16T03:25:55Z","20 hari yang lalu","","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Finance Data Analyst",,"Full time"
"Jenjang Karir","Asuransi Kesehatan",,"Pemasaran & Komunikasi","Penelitian & Analisis Pasar","PT Multi Wangi Alami","60893622","https://bx-branding-gateway.cloud.seek.com.au/c366b365-7542-43d0-a84b-4a4b862a6949.1/serpLogo","Multi Wangi Alami","ID","Sekretaris Marketing : Membantu dan berkerjasama dengan brand manager untuk mengurus keperluan Brand.","true","<div class=""_19m44kd0 acb74k0""><p>Sales Data Analyst / Marketing Support / Sekretaris Marketing</p><p><br></p><p><strong>Kualifikasi :</strong></p><ul><li><p>Pendidikan minimal D3</p></li><li><p>Pengalaman kerja minimal 3 tahun sebagai senior administrasi</p></li><li><p>Memiliki pengalaman di bidang retail will be a plus</p></li><li><p>Menguasai Bahasa Inggris dengan baik (lisan &amp; tulisan)</p></li><li><p>Dapat mengoperasikan komputer (Ms Office) terutama Excel (rumus-rumus terutama Vlookup &amp; Pivot)</p></li><li><p>Familiar dan terbiasa dalam mengerjakan dan mengolah data</p></li><li><p>Teliti dan sistematis dalam bekerja</p></li><li><p>Menguasai correspondence, pengarsipan &amp; business arrangement</p></li><li><p>Memiliki kemampuan komunikasi yang baik</p></li><li><p>Mampu bekerja dengan tenggat waktu</p></li></ul><p><br></p><p><strong>Deskripsi Pekerjaan:</strong></p><ul><li><p>Menyiapkan dokumen admisitrasi yang berhubungan dengan Brand seperti laporan, korespondensi dan lain-lain</p></li><li><p>Handle kegiatan administrative dan memantau kegiatan sales administrative lainnya</p></li><li><p>Berhubungan dengan principal, divisi lain dalam perusahaan dan Departement Store</p></li><li><p>Mendukung kegiatan Brand Manager terkait dengan divisi Marketing</p></li><li><p>Mempersiapkan keperluan perjalanan dinas seperti, transportasi dan akomodasi</p></li><li><p>Follow up agenda pimpinan, tugas penting beserta tenggat waktunya.</p></li></ul><p><br></p></div>","89115708","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Jakarta Pusat, Jakarta Raya","2025-12-12T07:34:36Z","24 hari yang lalu","Rp 6.500.000 – Rp 7.500.000 per month","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Sales Data Analyst - Marketing Secretary",,"Full time"
,,,"Sains & Teknologi","Matematika, Statistik & Teknik Informasi","PT Dharma Lautan Utama (Surabaya)","60957600","https://bx-branding-gateway.cloud.seek.com.au/d01b78c4-d9ba-4bd0-b59b-1ba4ab050272.1/serpLogo","Dharma Lautan Utama","ID","Mengurus data base dan data science.",,"<div class=""_19m44kd0 acb74k0""><ul><li><p>S1 Informatika</p></li><li><p>Laki-Laki/Perempuan, Usia Maksimal 33 Tahun.</p></li><li><p>Memahami Database/Bigdata, Data Science.</p></li><li><p>Paham dan Dapat Menggunakan Pemograman Phyton atau Sejenisnya.</p></li></ul><p><br></p></div>","89444842","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Surabaya, Jawa Timur","2026-01-05T06:23:47Z","3 jam yang lalu","","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Staf Data Science",,"Full time"
,,,"Sains & Teknologi","Matematika, Statistik & Teknik Informasi","PT Eigerindo Multi Produk Industri","60871643","https://bx-branding-gateway.cloud.seek.com.au/938c3641-1e03-4a02-a4a0-07db9d88b670.2/serpLogo","Eigerindo Multi Product Industry","ID","Responsible for collecting, processing, and analyzing large sets of data to provide actionable insights that support business decision-making",,"<div class=""_19m44kd0 acb74k0""><p><strong>About the job :&nbsp;</strong><br>Data Analyst will be responsible for collecting, processing, and analyzing large sets of data to provide actionable insights that support business decision-making. This role requires proficiency in data analysis tools, strong problem-solving skills, and the ability to communicate complex findings clearly and effectively.</p><p><strong>In this role, you will get to :</strong><br>- Collect, clean, and organize large datasets from multiple sources.<br>- Perform data analysis to identify trends, patterns, and anomalies.<br>- Develop and maintain reports and dashboards for key stakeholders.<br>- Provide recommendations for process improvements based on data insights.<br>- Collaborate with cross-functional teams to support business goals.<br>- Ensure data accuracy, integrity, and consistency.<br>- Use statistical techniques and tools to interpret and present data findings.</p><p><strong>What you will Need to Succeed :</strong><br>- Bachelor's degree in Data Science, Statistics, Mathematics, or related field.<br>- Proven experience as a Data Analyst or similar role for minimum 2 years.<br>- Proficiency in data analysis tools such as Excel, SQL, Python, or R.<br>- Having knowledge and understand about retail business.<br>- Strong analytical skills and attention to detail.<br>- Excellent communication skills, both written and verbal.<br>- Ability to work independently and as part of a team.<br>- Willing to be placed at Kopo, Katapang, Bandung</p></div>","89312663","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Kabupaten Bandung, Jawa Barat","2025-12-24T01:55:26Z","12 hari yang lalu","","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Data Analyst",,"Full time"
,,,"Teknologi Informasi & Komunikasi","Analis Bisnis/Sistem","PT. Trimegah Sekuritas Indonesia, Tbk","60183028","https://bx-branding-gateway.cloud.seek.com.au/d37a05b9-f74a-4e0c-8226-64567ae5ed1d.2/serpLogo","Trimegah Securities Indonesia","ID","Responsible for collecting and analyzing data related to the retail equity business and
providing insights to support management decision-making.",,"<div class=""_19m44kd0 acb74k0""><p><strong>Job description :</strong></p><ul><li><p>Prepare Equity Retail Meeting reports to be submitted to management and other stakeholders.</p></li><li><p>Analyze mutual fund products and develop campaign plans for those products.</p></li><li><p>Prepare reports required by branches (trade value, portfolio, cash, etc.)</p></li><li><p>Monitor trading activities of retail clients to identify unusual transaction patterns and provide follow-up recommendations to relevant units.</p></li><li><p>Trade monitoring reports are delivered regularly and accurately Recommendations are submitted in a timely manner</p></li></ul><p><br></p><p><strong>Requirements :</strong></p><ul><li><p>Bachelor degree in business, Finance, or Accounting</p></li><li><p>Min 1 year experience in Capital market industry (is a must).</p></li><li><p>Posses deep analytical, critical thinking and problem-solving skills.</p></li><li><p>Excellent use of Microsoft Excel</p></li><li><p>Able to manage projects with high level of attention to details.</p></li><li><p>Excellent communication &nbsp;skills.</p></li></ul><p><br></p></div>","89399243","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Jakarta Selatan, Jakarta Raya","2026-01-02T03:36:13Z","3 hari yang lalu","","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Equity Data Analyst",,"Full time"
"Full-Time Employment Contract","Supportive and Professional Work Environment","Professional and collaborative work environment","Sains & Teknologi","Matematika, Statistik & Teknik Informasi","PT DDS Solusi Indonesia","61719383","https://bx-branding-gateway.cloud.seek.com.au/a52420b0-66ee-44ce-8100-84aaf7cfa319.1/serpLogo","PT DDS Solusi Indonesia","ID","The main focus of this role is to conduct research and analysis on trending and best-selling products across various platforms",,"<div class=""_19m44kd0 acb74k0""><h2><strong>Qualifications:</strong></h2><ul><li><p>Bachelor’s degree in Statistics, Mathematics, Information Systems, or a related field</p></li><li><p>Experience as a Data Analyst, especially in e-commerce, is an advantage</p></li><li><p>Strong understanding of data analysis and insight interpretation</p></li><li><p>Proficient in Microsoft Excel / Google Sheets</p></li><li><p>Strong analytical skills, detail-oriented, and good communication skills</p></li><li><p>Able to work independently and collaboratively</p></li></ul><p><br></p><h2><strong>Job Description:</strong></h2><ul><li><p>Conduct research, monitoring, and analysis of trending and high-performing products across various e-commerce platforms</p></li><li><p>Collect, process, and analyze data to support business decision-making</p></li><li><p>Analyze performance data from multiple digital and e-commerce platforms</p></li><li><p>Prepare regular reports and actionable insights for management</p></li><li><p>Identify trends, patterns, and business opportunities based on data analysis</p></li><li><p>Support related teams with data-driven insights</p></li></ul><p><br></p></div>","89221554","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Jakarta Utara, Jakarta Raya","2025-12-18T06:21:26Z","18 hari yang lalu","Rp 5.500.000 – Rp 7.000.000 per month","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Data Analyst",,"Full time"
,,,"Sains & Teknologi","Matematika, Statistik & Teknik Informasi","PT Sanpota Batara Indonesia","61799531","https://bx-branding-gateway.cloud.seek.com.au/ddeb480d-2e71-4aac-a87a-b5495d007186.2/serpLogo","PT Sanpota Batara Indonesia","ID","Bertanggung jawab mengumpulkan, mengolah, menganalisis, dan menginterpretasikan data untuk membantu perusahaan dalam pengambilan keputusan strategis.",,"<div class=""_19m44kd0 acb74k0""><p>Mengolah, menganalisis, dan menginterpretasikan data untuk mendukung pengambilan keputusan bisnis.</p><p>Menyusun laporan rutin dan dashboard performa (penjualan, operasional, marketing, dll).</p><p>Mengidentifikasi tren, pola, dan insight dari data yang tersedia.</p><p>Berkolaborasi dengan tim terkait (Sales, Marketing, Finance, HR).</p><p>Menjaga akurasi, konsistensi, dan integritas data.</p><p>Memberikan rekomendasi berbasis data kepada manajemen.</p><p>Mengelola semua data terintegrasi dengan sistem bank data perusahaan</p><p>Pendidikan minimal S1 Statistik, Matematika, Sistem Informasi, Teknik Informatika, atau bidang terkait.</p><p>Menguasai Excel/Google Sheets (advanced).</p><p>Familiar dengan tools visualisasi data (Power BI / Tableau / Looker Studio).</p><p>Memahami dasar statistik dan analisis data.</p><p>Mampu berpikir analitis, detail-oriented, dan komunikatif.</p><p><br></p></div>","89320793","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","DI Yogyakarta","2025-12-24T10:21:11Z","11 hari yang lalu","","2026-01-05T10:15:29.714Z","https://id.jobstreet.com/id/Data-Analyst-jobs?createdAt=14d","Data Analyst",,"Full time"
